equivalence,group_id,group_size,sources,record_id,paper_dataset,original_problem_id,source_eq_id,target_eq_id,equation1,equation2
alpha,alpha_54f0ac9f13537dee,2,alps4141+austin96,austin96::order5_austin_unknown_E18212_to_E2,austin96,order5_austin_unknown_E18212_to_E2,18212,2,x = (y * y) * (x * ((x * z) * z)),x = y
alpha,alpha_54f0ac9f13537dee,2,alps4141+austin96,alps4141::alps_f8cd4f7cdc1b_to_Equation2,alps4141,alps_f8cd4f7cdc1b_to_Equation2,9000046,2,x =  (y * y) * (x * ((x * z) * z)),x = y
alpha,alpha_be6d2af64f3fc3b2,2,alps4141+austin96,austin96::order5_austin_unknown_E12073_to_E2,austin96,order5_austin_unknown_E12073_to_E2,12073,2,x = y * (((y * x) * x) * (z * z)),x = y
alpha,alpha_be6d2af64f3fc3b2,2,alps4141+austin96,alps4141::alps_165c0e44eaea_to_Equation2,alps4141,alps_165c0e44eaea_to_Equation2,9000047,2,x =  y * (((y * x) * x) * (z * z)),x = y
alpha,alpha_75a6be786e79455b,2,alps4141+austin96,austin96::order5_austin_unknown_E12087_to_E2,austin96,order5_austin_unknown_E12087_to_E2,12087,2,x = y * (((y * x) * z) * (x * z)),x = y
alpha,alpha_75a6be786e79455b,2,alps4141+austin96,alps4141::alps_be2c81df5a7e_to_Equation2,alps4141,alps_be2c81df5a7e_to_Equation2,9000048,2,x =  y * (((y * x) * z) * (x * z)),x = y
alpha,alpha_297978546e054318,2,alps4141+austin96,austin96::order5_austin_unknown_E12234_to_E2,austin96,order5_austin_unknown_E12234_to_E2,12234,2,x = y * (((z * x) * y) * (x * y)),x = y
alpha,alpha_297978546e054318,2,alps4141+austin96,alps4141::alps_3d0bb1b8b323_to_Equation2,alps4141,alps_3d0bb1b8b323_to_Equation2,9000049,2,x =  y * (((z * x) * y) * (x * y)),x = y
alpha,alpha_8c84d5cf6ae34150,2,alps4141+austin96,austin96::order5_austin_unknown_E13849_to_E2,austin96,order5_austin_unknown_E13849_to_E2,13849,2,x = y * ((y * ((x * z) * z)) * z),x = y
alpha,alpha_8c84d5cf6ae34150,2,alps4141+austin96,alps4141::alps_176e54a4ad19_to_Equation2,alps4141,alps_176e54a4ad19_to_Equation2,9000059,2,x =  y * ((y * ((x * z) * z)) * z),x = y
alpha,alpha_bb971d8f9cc37114,2,alps4141+austin96,austin96::order5_austin_unknown_E11205_to_E2,austin96,order5_austin_unknown_E11205_to_E2,11205,2,x = y * ((y * (x * y)) * (z * y)),x = y
alpha,alpha_bb971d8f9cc37114,2,alps4141+austin96,alps4141::alps_bc80deb2f19b_to_Equation2,alps4141,alps_bc80deb2f19b_to_Equation2,9000060,2,x =  y * ((y * (x * y)) * (z * y)),x = y
alpha,alpha_546f9977ea92eb3f,2,alps4141+austin96,austin96::order5_austin_unknown_E11280_to_E2,austin96,order5_austin_unknown_E11280_to_E2,11280,2,x = y * ((y * (z * y)) * (x * y)),x = y
alpha,alpha_546f9977ea92eb3f,2,alps4141+austin96,alps4141::alps_667536b29282_to_Equation2,alps4141,alps_667536b29282_to_Equation2,9000061,2,x =  y * ((y * (z * y)) * (x * y)),x = y
alpha,alpha_aabba6a74bfdda7c,2,alps4141+austin96,austin96::order5_austin_unknown_E13764_to_E2,austin96,order5_austin_unknown_E13764_to_E2,13764,2,x = y * ((x * ((z * y) * y)) * y),x = y
alpha,alpha_aabba6a74bfdda7c,2,alps4141+austin96,alps4141::alps_1caa6006f587_to_Equation2,alps4141,alps_1caa6006f587_to_Equation2,9000050,2,x =  y * ((x * ((z * y) * y)) * y),x = y
alpha,alpha_e9ee9ddc8170d9fa,2,alps4141+austin96,austin96::order5_austin_unknown_E13992_to_E2,austin96,order5_austin_unknown_E13992_to_E2,13992,2,x = y * ((z * ((x * y) * y)) * y),x = y
alpha,alpha_e9ee9ddc8170d9fa,2,alps4141+austin96,alps4141::alps_7a250fce754c_to_Equation2,alps4141,alps_7a250fce754c_to_Equation2,9000062,2,x =  y * ((z * ((x * y) * y)) * y),x = y
alpha,alpha_ae7b1f436e2320a6,2,alps4141+austin96,austin96::order5_austin_unknown_E11081_to_E2,austin96,order5_austin_unknown_E11081_to_E2,11081,2,x = y * ((x * (y * x)) * (z * y)),x = y
alpha,alpha_ae7b1f436e2320a6,2,alps4141+austin96,alps4141::alps_3def433c8689_to_Equation2,alps4141,alps_3def433c8689_to_Equation2,9000051,2,x =  y * ((x * (y * x)) * (z * y)),x = y
alpha,alpha_45c0fb9f74d7b457,2,alps4141+austin96,austin96::order5_austin_unknown_E11082_to_E2,austin96,order5_austin_unknown_E11082_to_E2,11082,2,x = y * ((x * (y * x)) * (z * z)),x = y
alpha,alpha_45c0fb9f74d7b457,2,alps4141+austin96,alps4141::alps_e94d0c64acd8_to_Equation2,alps4141,alps_e94d0c64acd8_to_Equation2,9000052,2,x =  y * ((x * (y * x)) * (z * z)),x = y
alpha,alpha_01814108ac278141,2,alps4141+austin96,austin96::order5_austin_unknown_E11116_to_E2,austin96,order5_austin_unknown_E11116_to_E2,11116,2,x = y * ((x * (z * x)) * (y * y)),x = y
alpha,alpha_01814108ac278141,2,alps4141+austin96,alps4141::alps_5783943b4587_to_Equation2,alps4141,alps_5783943b4587_to_Equation2,9000053,2,x =  y * ((x * (z * x)) * (y * y)),x = y
alpha,alpha_c5d8d7cad46ad45d,2,alps4141+austin96,austin96::order5_austin_unknown_E10222_to_E2,austin96,order5_austin_unknown_E10222_to_E2,10222,2,x = y * ((x * y) * ((z * y) * y)),x = y
alpha,alpha_c5d8d7cad46ad45d,2,alps4141+austin96,alps4141::alps_c787d22b557c_to_Equation2,alps4141,alps_c787d22b557c_to_Equation2,9000055,2,x =  y * ((x * y) * ((z * y) * y)),x = y
alpha,alpha_f00d98ac866db2c0,2,alps4141+austin96,austin96::order5_austin_unknown_E10218_to_E2,austin96,order5_austin_unknown_E10218_to_E2,10218,2,x = y * ((x * y) * ((z * x) * y)),x = y
alpha,alpha_f00d98ac866db2c0,2,alps4141+austin96,alps4141::alps_498f062484ed_to_Equation2,alps4141,alps_498f062484ed_to_Equation2,9000054,2,x =  y * ((x * y) * ((z * x) * y)),x = y
alpha,alpha_3cfeea0c9e3c09c2,2,alps4141+austin96,austin96::order5_austin_unknown_E9337_to_E2,austin96,order5_austin_unknown_E9337_to_E2,9337,2,x = y * ((x * y) * (y * (z * y))),x = y
alpha,alpha_3cfeea0c9e3c09c2,2,alps4141+austin96,alps4141::alps_99e657326878_to_Equation2,alps4141,alps_99e657326878_to_Equation2,9000056,2,x =  y * ((x * y) * (y * (z * y))),x = y
alpha,alpha_fc117dfe3f7e9422,2,alps4141+austin96,austin96::order5_austin_unknown_E9680_to_E2,austin96,order5_austin_unknown_E9680_to_E2,9680,2,x = y * ((z * y) * (y * (x * y))),x = y
alpha,alpha_fc117dfe3f7e9422,2,alps4141+austin96,alps4141::alps_67ff1cfa553b_to_Equation2,alps4141,alps_67ff1cfa553b_to_Equation2,9000066,2,x =  y * ((z * y) * (y * (x * y))),x = y
alpha,alpha_964df2a3fd9e02c9,2,alps4141+austin96,austin96::order5_austin_unknown_E9345_to_E2,austin96,order5_austin_unknown_E9345_to_E2,9345,2,x = y * ((x * y) * (z * (y * y))),x = y
alpha,alpha_964df2a3fd9e02c9,2,alps4141+austin96,alps4141::alps_1c24f8da9d0b_to_Equation2,alps4141,alps_1c24f8da9d0b_to_Equation2,9000057,2,x =  y * ((x * y) * (z * (y * y))),x = y
alpha,alpha_971747794ac12e51,2,alps4141+austin96,austin96::order5_austin_unknown_E9667_to_E2,austin96,order5_austin_unknown_E9667_to_E2,9667,2,x = y * ((z * y) * (x * (y * y))),x = y
alpha,alpha_971747794ac12e51,2,alps4141+austin96,alps4141::alps_e0308d2069a7_to_Equation2,alps4141,alps_e0308d2069a7_to_Equation2,9000065,2,x =  y * ((z * y) * (x * (y * y))),x = y
alpha,alpha_6839f09249dfd7cd,2,alps4141+austin96,austin96::order5_austin_unknown_E9663_to_E2,austin96,order5_austin_unknown_E9663_to_E2,9663,2,x = y * ((z * y) * (x * (x * y))),x = y
alpha,alpha_6839f09249dfd7cd,2,alps4141+austin96,alps4141::alps_f298bf719eb0_to_Equation2,alps4141,alps_f298bf719eb0_to_Equation2,9000064,2,x =  y * ((z * y) * (x * (x * y))),x = y
alpha,alpha_c24aacc961cbebe8,2,alps4141+austin96,austin96::order5_austin_unknown_E9603_to_E2,austin96,order5_austin_unknown_E9603_to_E2,9603,2,x = y * ((z * x) * (y * (x * y))),x = y
alpha,alpha_c24aacc961cbebe8,2,alps4141+austin96,alps4141::alps_9524390945d9_to_Equation2,alps4141,alps_9524390945d9_to_Equation2,9000063,2,x =  y * ((z * x) * (y * (x * y))),x = y
alpha,alpha_4308423a7243f33a,2,alps4141+austin96,austin96::order5_austin_unknown_E9384_to_E2,austin96,order5_austin_unknown_E9384_to_E2,9384,2,x = y * ((x * z) * (y * (z * z))),x = y
alpha,alpha_4308423a7243f33a,2,alps4141+austin96,alps4141::alps_07ca26ac9fe3_to_Equation2,alps4141,alps_07ca26ac9fe3_to_Equation2,9000058,2,x =  y * ((x * z) * (y * (z * z))),x = y
alpha,alpha_8430c2c3c50074c5,2,alps4141+austin96,austin96::order5_austin_unknown_E7701_to_E2,austin96,order5_austin_unknown_E7701_to_E2,7701,2,x = y * (y * ((x * (z * x)) * y)),x = y
alpha,alpha_8430c2c3c50074c5,2,alps4141+austin96,alps4141::alps_2ac3e80fbf49_to_Equation2,alps4141,alps_2ac3e80fbf49_to_Equation2,9000073,2,x =  y * (y * ((x * (z * x)) * y)),x = y
alpha,alpha_0f3d22dfb641f04b,2,alps4141+austin96,austin96::order5_austin_unknown_E7763_to_E2,austin96,order5_austin_unknown_E7763_to_E2,7763,2,x = y * (y * ((z * (x * z)) * y)),x = y
alpha,alpha_0f3d22dfb641f04b,2,alps4141+austin96,alps4141::alps_1edac6ec42ba_to_Equation2,alps4141,alps_1edac6ec42ba_to_Equation2,9000075,2,x =  y * (y * ((z * (x * z)) * y)),x = y
alpha,alpha_6b0729c47ca6ce9a,2,alps4141+austin96,austin96::order5_austin_unknown_E7755_to_E2,austin96,order5_austin_unknown_E7755_to_E2,7755,2,x = y * (y * ((z * (x * x)) * y)),x = y
alpha,alpha_6b0729c47ca6ce9a,2,alps4141+austin96,alps4141::alps_f0fc95d76e91_to_Equation2,alps4141,alps_f0fc95d76e91_to_Equation2,9000074,2,x =  y * (y * ((z * (x * x)) * y)),x = y
alpha,alpha_833fcd0245eea27f,2,alps4141+austin96,austin96::order5_austin_unknown_E6895_to_E2,austin96,order5_austin_unknown_E6895_to_E2,6895,2,x = y * (y * ((z * y) * (x * y))),x = y
alpha,alpha_833fcd0245eea27f,2,alps4141+austin96,alps4141::alps_a323382085a6_to_Equation2,alps4141,alps_a323382085a6_to_Equation2,9000076,2,x =  y * (y * ((z * y) * (x * y))),x = y
alpha,alpha_ff91843c7d7c29d0,2,alps4141+austin96,austin96::order5_austin_unknown_E6912_to_E2,austin96,order5_austin_unknown_E6912_to_E2,6912,2,x = y * (y * ((z * z) * (x * y))),x = y
alpha,alpha_ff91843c7d7c29d0,2,alps4141+austin96,alps4141::alps_6936d5aa0932_to_Equation2,alps4141,alps_6936d5aa0932_to_Equation2,9000077,2,x =  y * (y * ((z * z) * (x * y))),x = y
alpha,alpha_b59cb781ebc01730,2,alps4141+austin96,austin96::order5_austin_unknown_E5107_to_E2,austin96,order5_austin_unknown_E5107_to_E2,5107,2,x = y * (y * (y * (z * (x * y)))),x = y
alpha,alpha_b59cb781ebc01730,2,alps4141+austin96,alps4141::alps_b49adf2c2e2f_to_Equation2,alps4141,alps_b49adf2c2e2f_to_Equation2,9000081,2,x =  y * (y * (y * (z * (x * y)))),x = y
alpha,alpha_2d2a3e15784dccf0,2,alps4141+austin96,austin96::order5_austin_unknown_E5951_to_E2,austin96,order5_austin_unknown_E5951_to_E2,5951,2,x = y * (y * (x * ((z * y) * y))),x = y
alpha,alpha_2d2a3e15784dccf0,2,alps4141+austin96,alps4141::alps_68f46cff59e2_to_Equation2,alps4141,alps_68f46cff59e2_to_Equation2,9000079,2,x =  y * (y * (x * ((z * y) * y))),x = y
alpha,alpha_d55a618649920390,2,alps4141+austin96,austin96::order5_austin_unknown_E5947_to_E2,austin96,order5_austin_unknown_E5947_to_E2,5947,2,x = y * (y * (x * ((z * x) * y))),x = y
alpha,alpha_d55a618649920390,2,alps4141+austin96,alps4141::alps_8654a82c1a7e_to_Equation2,alps4141,alps_8654a82c1a7e_to_Equation2,9000078,2,x =  y * (y * (x * ((z * x) * y))),x = y
alpha,alpha_2b7a03dacfcaf4fc,2,alps4141+austin96,austin96::order5_austin_unknown_E5066_to_E2,austin96,order5_austin_unknown_E5066_to_E2,5066,2,x = y * (y * (x * (y * (z * y)))),x = y
alpha,alpha_2b7a03dacfcaf4fc,2,alps4141+austin96,alps4141::alps_23001474ada3_to_Equation2,alps4141,alps_23001474ada3_to_Equation2,9000080,2,x =  y * (y * (x * (y * (z * y)))),x = y
alpha,alpha_f7492c7969804f6a,2,alps4141+austin96,austin96::order5_austin_unknown_E5141_to_E2,austin96,order5_austin_unknown_E5141_to_E2,5141,2,x = y * (y * (z * (y * (x * y)))),x = y
alpha,alpha_f7492c7969804f6a,2,alps4141+austin96,alps4141::alps_74bbe4a8656b_to_Equation2,alps4141,alps_74bbe4a8656b_to_Equation2,9000082,2,x =  y * (y * (z * (y * (x * y)))),x = y
alpha,alpha_65264f179adeed68,2,alps4141+austin96,austin96::order5_austin_unknown_E8485_to_E2,austin96,order5_austin_unknown_E8485_to_E2,8485,2,x = y * (x * (((z * x) * y) * y)),x = y
alpha,alpha_65264f179adeed68,2,alps4141+austin96,alps4141::alps_c4d983096970_to_Equation2,alps4141,alps_c4d983096970_to_Equation2,9000067,2,x =  y * (x * (((z * x) * y) * y)),x = y
alpha,alpha_42b025fa10d8ba56,2,alps4141+austin96,austin96::order5_austin_unknown_E7587_to_E2,austin96,order5_austin_unknown_E7587_to_E2,7587,2,x = y * (x * ((y * (z * x)) * y)),x = y
alpha,alpha_42b025fa10d8ba56,2,alps4141+austin96,alps4141::alps_bbb2c58cf351_to_Equation2,alps4141,alps_bbb2c58cf351_to_Equation2,9000068,2,x =  y * (x * ((y * (z * x)) * y)),x = y
alpha,alpha_86d5ca60cce3963a,2,alps4141+austin96,austin96::order5_austin_unknown_E5837_to_E2,austin96,order5_austin_unknown_E5837_to_E2,5837,2,x = y * (x * (y * ((z * y) * y))),x = y
alpha,alpha_86d5ca60cce3963a,2,alps4141+austin96,alps4141::alps_759c864e1066_to_Equation2,alps4141,alps_759c864e1066_to_Equation2,9000071,2,x =  y * (x * (y * ((z * y) * y))),x = y
alpha,alpha_160bfcb06b0d8639,2,alps4141+austin96,austin96::order5_austin_unknown_E5833_to_E2,austin96,order5_austin_unknown_E5833_to_E2,5833,2,x = y * (x * (y * ((z * x) * y))),x = y
alpha,alpha_160bfcb06b0d8639,2,alps4141+austin96,alps4141::alps_9ebc4d65a90f_to_Equation2,alps4141,alps_9ebc4d65a90f_to_Equation2,9000069,2,x =  y * (x * (y * ((z * x) * y))),x = y
alpha,alpha_d641dc2ab251ecb4,2,alps4141+austin96,austin96::order5_austin_unknown_E5834_to_E2,austin96,order5_austin_unknown_E5834_to_E2,5834,2,x = y * (x * (y * ((z * x) * z))),x = y
alpha,alpha_d641dc2ab251ecb4,2,alps4141+austin96,alps4141::alps_42821b31d54f_to_Equation2,alps4141,alps_42821b31d54f_to_Equation2,9000070,2,x =  y * (x * (y * ((z * x) * z))),x = y
alpha,alpha_a936393f000fe6c0,2,alps4141+austin96,austin96::order5_austin_unknown_E4952_to_E2,austin96,order5_austin_unknown_E4952_to_E2,4952,2,x = y * (x * (y * (y * (z * y)))),x = y
alpha,alpha_a936393f000fe6c0,2,alps4141+austin96,alps4141::alps_41f9c3868374_to_Equation2,alps4141,alps_41f9c3868374_to_Equation2,9000072,2,x =  y * (x * (y * (y * (z * y)))),x = y
alpha,alpha_8d0ba486ec0011bd,2,alps4141+austin96,austin96::order5_austin_unknown_E5295_to_E2,austin96,order5_austin_unknown_E5295_to_E2,5295,2,x = y * (z * (y * (y * (x * y)))),x = y
alpha,alpha_8d0ba486ec0011bd,2,alps4141+austin96,alps4141::alps_c0a5fb16e2d7_to_Equation2,alps4141,alps_c0a5fb16e2d7_to_Equation2,9000083,2,x =  y * (z * (y * (y * (x * y)))),x = y
